term_str,Unnamed: 0,n,p,i,dfidf,porter_stem,max_pos,max_pos_group,stop
shrill,9380,24,5.0589366115242574e-05,14.27080631214724,32.4191071419225,shrill,NN,NN,0
axe,561,51,0.0001075024029948,13.1833434708969,32.4191071419225,axe,NN,NN,0
outer,7349,38,8.009982968246742e-05,13.607841299424807,32.4191071419225,outer,NN,NN,0
shot,9350,41,8.642350044687274e-05,13.498216808250312,32.4191071419225,shot,NN,NN,0
halt,4802,31,6.5344597898855e-05,13.90157250248152,32.4191071419225,halt,NN,NN,0
blind,977,26,5.480514662484612e-05,14.155329094727303,32.4191071419225,blind,NN,NN,0
supper,10399,38,8.009982968246742e-05,13.607841299424807,32.4191071419225,supper,NN,NN,0
deed,2488,24,5.0589366115242574e-05,14.27080631214724,32.4191071419225,deed,NN,NN,0
delight,2536,29,6.112881738925145e-05,13.997787817740823,32.4191071419225,delight,NN,NN,0
reason,8339,31,6.5344597898855e-05,13.90157250248152,32.4191071419225,reason,NN,NN,0
sinking,9478,22,4.637358560563903e-05,14.396337194231098,32.4191071419225,sink,NN,NN,0
eaten,3137,27,5.69130368796479e-05,14.100881310704926,32.4191071419225,eaten,VB,VB,0
thrown,10815,23,4.84814758604408e-05,14.332206856811382,32.4191071419225,thrown,NN,NN,0
camp,1445,33,6.956037840845854e-05,13.811374693509942,32.4191071419225,camp,NN,NN,0
mortal,6790,32,6.745248815365677e-05,13.855768812868396,32.4191071419225,mortal,NN,NN,0
vision,11740,29,6.112881738925145e-05,13.997787817740823,32.4191071419225,vision,NN,NN,0
flung,3949,29,6.112881738925145e-05,13.997787817740823,32.4191071419225,flung,NN,NN,0
torment,10969,23,4.84814758604408e-05,14.332206856811382,32.4191071419225,torment,NN,NN,0
seat,9102,49,0.0001032866224852,13.241058968753189,32.4191071419225,seat,NN,NN,0
bite,916,23,4.84814758604408e-05,14.332206856811382,32.4191071419225,bite,NN,NN,0
fellow,3692,37,7.799193942766564e-05,13.646315447239443,32.4191071419225,fellow,NN,NN,0
fate,3637,31,6.5344597898855e-05,13.90157250248152,32.4191071419225,fate,NN,NN,0
glimmer,4436,20,4.215780509603548e-05,14.533840717981032,32.4191071419225,glimmer,NN,NN,0
bread,1190,26,5.480514662484612e-05,14.155329094727303,32.4191071419225,bread,NN,NN,0
number,7138,30,6.323670764405322e-05,13.948878217259876,32.4191071419225,number,NN,NN,0
wear,11943,24,5.0589366115242574e-05,14.27080631214724,32.4191071419225,wear,NN,NN,0
companion,1940,26,5.480514662484612e-05,14.155329094727303,32.4191071419225,companion,NN,NN,0
shadowy,9212,26,5.480514662484612e-05,14.155329094727303,32.4191071419225,shadowi,NN,NN,0
wherever,12038,20,4.215780509603548e-05,14.533840717981032,32.4191071419225,wherev,NN,NN,0
rough,8798,26,5.480514662484612e-05,14.155329094727303,32.4191071419225,rough,NN,NN,0
kill,5774,44,9.274717121127804e-05,13.396337194231098,32.4191071419225,kill,NN,NN,0
account,55,28,5.902092713444967e-05,14.04841389081079,32.4191071419225,account,NN,NN,0
stiff,10128,27,5.69130368796479e-05,14.100881310704926,32.4191071419225,stiff,NN,NN,0
yonder,12386,27,5.69130368796479e-05,14.100881310704926,32.4191071419225,yonder,NN,NN,0
angry,307,27,5.69130368796479e-05,14.100881310704926,32.4191071419225,angri,JJ,JJ,0
stuff,10303,29,6.112881738925145e-05,13.997787817740823,32.4191071419225,stuff,NN,NN,0
arch,394,46,9.69629517208816e-05,13.332206856811382,32.4191071419225,arch,NN,NN,0
lose,6269,29,6.112881738925145e-05,13.997787817740823,32.4191071419225,lose,VB,VB,0
spot,9929,25,5.269725637004435e-05,14.21191262309367,32.4191071419225,spot,NN,NN,0
stayed,10075,26,5.480514662484612e-05,14.155329094727303,32.4191071419225,stay,NN,NN,0
luck,6306,34,7.166826866326032e-05,13.768305971618055,32.4191071419225,luck,NN,NN,0
iron,5629,49,0.0001032866224852,13.241058968753189,32.38133782203198,iron,NN,NN,0
touch,10983,47,9.907084197568336e-05,13.301179961190758,32.38133782203198,touch,NN,NN,0
view,11714,39,8.220771993726919e-05,13.570366594006147,32.38133782203198,view,NN,NN,0
nay,6949,66,0.0001391207568169,12.811374693509942,32.38133782203198,nay,NN,NN,0
keen,5749,44,9.274717121127804e-05,13.396337194231098,32.38133782203198,keen,NN,NN,0
gimli,4395,390,0.0008220771993726,10.248438499118784,32.38133782203198,gimli,NN,NN,0
glance,4417,35,7.377615891806209e-05,13.726485795923429,32.38133782203198,glanc,NN,NN,0
cool,2076,55,0.000115933964014,13.074409099343736,32.38133782203198,cool,NN,NN,0
brief,1237,45,9.485506146607982e-05,13.36391571653872,32.38133782203198,brief,NN,NN,0
captain,1470,78,0.0001644154398745,12.570366594006147,32.38133782203198,captain,NN,NN,0
precious,7954,134,0.0002824572941434,11.789679622410622,32.38133782203198,preciou,JJ,JJ,0
possible,7904,41,8.642350044687274e-05,13.498216808250312,32.38133782203198,possibl,JJ,JJ,0
lady,5874,164,0.0003456940017874,11.498216808250312,32.38133782203198,ladi,NN,NN,0
busy,1386,52,0.0001096102932496,13.155329094727303,32.38133782203198,busi,JJ,JJ,0
hungry,5342,49,0.0001032866224852,13.241058968753189,32.38133782203198,hungri,NN,NN,0
errand,3373,70,0.0001475523178361,12.726485795923429,32.38133782203198,errand,NN,NN,0
borne,1104,40,8.431561019207097e-05,13.533840717981032,32.38133782203198,born,NN,NN,0
table,10548,64,0.0001349049763073,12.855768812868396,32.38133782203198,tabl,NN,NN,0
lot,6276,57,0.0001201497445237,13.022878798703651,32.38133782203198,lot,NN,NN,0
despair,2616,54,0.0001138260737592,13.100881310704926,32.38133782203198,despair,NN,NN,0
destroyed,2631,54,0.0001138260737592,13.100881310704926,32.38133782203198,destroy,NN,NN,0
stair,10018,77,0.0001623075496197,12.588982272173494,32.38133782203198,stair,NN,NN,0
shoulder,9352,55,0.000115933964014,13.074409099343736,32.38133782203198,shoulder,NN,NN,0
meal,6520,43,9.063928095647628e-05,13.429504058166298,32.38133782203198,meal,NN,NN,0
dreadful,2938,60,0.0001264734152881,12.948878217259876,32.38133782203198,dread,NN,NN,0
hide,5085,40,8.431561019207097e-05,13.533840717981032,32.38133782203198,hide,NN,NN,0
mail,6383,55,0.000115933964014,13.074409099343736,32.38133782203198,mail,NN,NN,0
vain,11625,38,8.009982968246742e-05,13.607841299424807,32.38133782203198,vain,NN,NN,0
level,6069,43,9.063928095647628e-05,13.429504058166298,32.38133782203198,level,NN,NN,0
yellow,12367,58,0.0001222576347785,12.997787817740823,32.38133782203198,yellow,NN,NN,0
cross,2252,49,0.0001032866224852,13.241058968753189,32.38133782203198,cross,NN,NN,0
saruman,8957,281,0.0005923171615992,10.72134249264747,32.38133782203198,saruman,NN,NN,0
beast,724,45,9.485506146607982e-05,13.36391571653872,32.38133782203198,beast,NN,NN,0
smile,9648,27,5.69130368796479e-05,14.100881310704926,32.11688356100213,smile,NN,NN,0
fierce,3738,26,5.480514662484612e-05,14.155329094727303,32.11688356100213,fierc,NN,NN,0
rule,8842,34,7.166826866326032e-05,13.768305971618055,32.11688356100213,rule,NN,NN,0
horrible,5258,32,6.745248815365677e-05,13.855768812868396,32.11688356100213,horribl,JJ,JJ,0
thither,10752,29,6.112881738925145e-05,13.997787817740823,32.11688356100213,thither,NN,NN,0
arose,433,22,4.637358560563903e-05,14.396337194231098,32.11688356100213,aros,NN,NN,0
queer,8183,51,0.0001075024029948,13.1833434708969,32.11688356100213,queer,NN,NN,0
louder,6283,22,4.637358560563903e-05,14.396337194231098,32.11688356100213,louder,NN,NN,0
beg,770,22,4.637358560563903e-05,14.396337194231098,32.11688356100213,beg,NN,NN,0
hideous,5086,37,7.799193942766564e-05,13.646315447239443,32.11688356100213,hideou,JJ,JJ,0
rush,8869,22,4.637358560563903e-05,14.396337194231098,32.11688356100213,rush,NN,NN,0
message,6598,33,6.956037840845854e-05,13.811374693509942,32.11688356100213,messag,NN,NN,0
westernesse,12009,19,4.004991484123371e-05,14.607841299424807,32.11688356100213,westerness,NN,NN,0
mistake,6703,24,5.0589366115242574e-05,14.27080631214724,32.11688356100213,mistak,NN,NN,0
history,5141,30,6.323670764405322e-05,13.948878217259876,32.11688356100213,histori,NN,NN,0
ridden,8661,40,8.431561019207097e-05,13.533840717981032,32.11688356100213,ridden,NN,NN,0
fancy,3596,23,4.84814758604408e-05,14.332206856811382,32.11688356100213,fanci,NN,NN,0
glass,4424,39,8.220771993726919e-05,13.570366594006147,32.11688356100213,glass,NN,NN,0
report,8548,22,4.637358560563903e-05,14.396337194231098,32.11688356100213,report,NN,NN,0
spear,9853,32,6.745248815365677e-05,13.855768812868396,32.11688356100213,spear,NN,NN,0
thousand,10770,27,5.69130368796479e-05,14.100881310704926,32.11688356100213,thousand,NN,NN,0
morgul,6778,59,0.0001243655250333,12.973125763506554,32.11688356100213,morgul,NN,NN,0
malice,6397,32,6.745248815365677e-05,13.855768812868396,32.11688356100213,malic,NN,NN,0
smote,9668,23,4.84814758604408e-05,14.332206856811382,32.11688356100213,smote,NN,NN,0
rohirrim,8765,48,0.0001011787322304,13.27080631214724,32.11688356100213,rohirrim,VB,VB,0
due,3015,20,4.215780509603548e-05,14.533840717981032,32.11688356100213,due,JJ,JJ,0
uneasy,11371,22,4.637358560563903e-05,14.396337194231098,32.11688356100213,uneasi,JJ,JJ,0
echo,3145,24,5.0589366115242574e-05,14.27080631214724,32.11688356100213,echo,NN,NN,0
useful,11605,22,4.637358560563903e-05,14.396337194231098,32.11688356100213,use,JJ,JJ,0
pony,7873,63,0.0001327970860525,12.878488889368478,32.11688356100213,poni,NN,NN,0
lake,5884,32,6.745248815365677e-05,13.855768812868396,32.11688356100213,lake,NN,NN,0
draught,2928,26,5.480514662484612e-05,14.155329094727303,32.11688356100213,draught,NN,NN,0
osgiliath,7329,34,7.166826866326032e-05,13.768305971618055,32.11688356100213,osgiliath,NN,NN,0
couldn,2124,25,5.269725637004435e-05,14.21191262309367,32.11688356100213,couldn,NN,NN,1
courage,2147,29,6.112881738925145e-05,13.997787817740823,32.11688356100213,courag,NN,NN,0
anduin,287,68,0.0001433365373265,12.768305971618055,32.11155887321959,anduin,NN,NN,0
march,6434,58,0.0001222576347785,12.997787817740823,32.11155887321959,march,NN,NN,0
roof,8773,60,0.0001264734152881,12.948878217259876,32.11155887321959,roof,NN,NN,0
misty,6711,43,9.063928095647628e-05,13.429504058166298,32.11155887321959,misti,NN,NN,0
sharp,9247,46,9.69629517208816e-05,13.332206856811382,32.11155887321959,sharp,JJ,JJ,0
warm,11856,50,0.00010539451274,13.21191262309367,32.11155887321959,warm,NN,NN,0
somehow,9760,47,9.907084197568336e-05,13.301179961190758,32.11155887321959,somehow,NN,NN,0
terrible,10668,53,0.0001117181835044,13.127848358305195,32.11155887321959,terribl,JJ,JJ,0
start,10057,43,9.063928095647628e-05,13.429504058166298,32.11155887321959,start,NN,NN,0
mile,6633,48,0.0001011787322304,13.27080631214724,32.11155887321959,mile,NN,NN,0
pace,7445,41,8.642350044687274e-05,13.498216808250312,32.11155887321959,pace,NN,NN,0
love,6288,79,0.0001665233301293,12.551988064691292,32.11155887321959,love,NN,NN,0
d,2343,131,0.000276133623379,11.822345811330946,32.11155887321959,d,NN,NN,1
hearing,4969,38,8.009982968246742e-05,13.607841299424807,32.11155887321959,hear,NN,NN,0
able,31,40,8.431561019207097e-05,13.533840717981032,32.11155887321959,abl,JJ,JJ,0
rider,8667,90,0.0001897101229321,12.36391571653872,32.11155887321959,rider,NN,NN,0
beat,727,32,6.745248815365677e-05,13.855768812868396,32.11155887321959,beat,NN,NN,0
nine,7046,78,0.0001644154398745,12.570366594006147,32.11155887321959,nine,NN,NN,0
flat,3875,56,0.0001180418542688,13.04841389081079,32.11155887321959,flat,JJ,JJ,0
alas,197,75,0.0001580917691101,12.626950122372516,32.11155887321959,ala,NN,NN,0
send,9147,66,0.0001391207568169,12.811374693509942,32.11155887321959,send,NN,NN,0
tomorrow,10937,50,0.00010539451274,13.21191262309367,32.11155887321959,tomorrow,NN,NN,0
main,6385,40,8.431561019207097e-05,13.533840717981032,32.11155887321959,main,JJ,JJ,0
choose,1713,57,0.0001201497445237,13.022878798703651,32.11155887321959,choos,NN,NN,0
sad,8902,46,9.69629517208816e-05,13.332206856811382,32.11155887321959,sad,NN,NN,0
ruin,8836,53,0.0001117181835044,13.127848358305195,32.11155887321959,ruin,NN,NN,0
case,1523,45,9.485506146607982e-05,13.36391571653872,32.11155887321959,case,NN,NN,0
today,10918,44,9.274717121127804e-05,13.396337194231098,32.11155887321959,today,NN,NN,0
comfort,1912,42,8.853139070167451e-05,13.463451390089634,31.79024414251979,comfort,NN,NN,0
mine,6650,58,0.0001222576347785,12.997787817740823,31.79024414251979,mine,NN,NN,0
sooner,9773,46,9.69629517208816e-05,13.332206856811382,31.79024414251979,sooner,NN,NN,0
field,3736,75,0.0001580917691101,12.626950122372516,31.79024414251979,field,NN,NN,0
sang,8949,43,9.063928095647628e-05,13.429504058166298,31.79024414251979,sang,NN,NN,0
sank,8950,41,8.642350044687274e-05,13.498216808250312,31.79024414251979,sank,NN,NN,0
belt,826,39,8.220771993726919e-05,13.570366594006147,31.79024414251979,belt,NN,NN,0
begin,776,47,9.907084197568336e-05,13.301179961190758,31.79024414251979,begin,NN,NN,0
passage,7532,70,0.0001475523178361,12.726485795923429,31.79024414251979,passag,NN,NN,0
fashion,3625,38,8.009982968246742e-05,13.607841299424807,31.79024414251979,fashion,NN,NN,0
lead,5978,75,0.0001580917691101,12.626950122372516,31.79024414251979,lead,NN,NN,0
space,9821,40,8.431561019207097e-05,13.533840717981032,31.79024414251979,space,NN,NN,0
star,10043,60,0.0001264734152881,12.948878217259876,31.79024414251979,star,NN,NN,0
bottom,1121,52,0.0001096102932496,13.155329094727303,31.79024414251979,bottom,NN,NN,0
creature,2214,61,0.0001285813055429,12.92503147530551,31.79024414251979,creatur,NN,NN,0
step,10111,63,0.0001327970860525,12.878488889368478,31.79024414251979,step,NN,NN,0
horn,5248,95,0.0002002495742061,12.285913204537447,31.79024414251979,horn,NN,NN,0
huge,5316,68,0.0001433365373265,12.768305971618055,31.79024414251979,huge,JJ,JJ,0
counsel,2127,80,0.0001686312203841,12.533840717981032,31.79024414251979,counsel,NN,NN,0
eastern,3129,64,0.0001349049763073,12.855768812868396,31.79024414251979,eastern,JJ,JJ,0
corner,2092,56,0.0001180418542688,13.04841389081079,31.79024414251979,corner,NN,NN,0
ah,171,63,0.0001327970860525,12.878488889368478,31.79024414251979,ah,NN,NN,0
age,151,53,0.0001117181835044,13.127848358305195,31.79024414251979,age,NN,NN,0
tirith,10904,114,0.0002402994890474,12.022878798703651,31.79024414251979,tirith,NN,NN,0
shield,9288,33,6.956037840845854e-05,13.811374693509942,31.734468975321107,shield,NN,NN,0
closer,1827,22,4.637358560563903e-05,14.396337194231098,31.734468975321107,closer,NN,NN,0
scent,9013,24,5.0589366115242574e-05,14.27080631214724,31.734468975321107,scent,NN,NN,0
quicker,8204,26,5.480514662484612e-05,14.155329094727303,31.734468975321107,quicker,NN,NN,0
upper,11571,23,4.84814758604408e-05,14.332206856811382,31.734468975321107,upper,JJ,JJ,0
rim,8686,27,5.69130368796479e-05,14.100881310704926,31.734468975321107,rim,NN,NN,0
direction,2712,31,6.5344597898855e-05,13.90157250248152,31.734468975321107,direct,NN,NN,0
swung,10535,26,5.480514662484612e-05,14.155329094727303,31.734468975321107,swung,NN,NN,0
shine,9302,18,3.7942024586431934e-05,14.685843811426082,31.734468975321107,shine,NN,NN,0
offer,7222,20,4.215780509603548e-05,14.533840717981032,31.734468975321107,offer,NN,NN,0
faramir,3609,296,0.0006239355154213,10.646315447239443,31.734468975321107,faramir,NN,NN,0
denethor,2559,142,0.0002993204161818,11.706021693363711,31.734468975321107,denethor,NN,NN,0
ridge,8671,40,8.431561019207097e-05,13.533840717981032,31.734468975321107,ridg,NN,NN,0
bid,886,32,6.745248815365677e-05,13.855768812868396,31.734468975321107,bid,NN,NN,0
steeply,10100,23,4.84814758604408e-05,14.332206856811382,31.734468975321107,steepli,NN,NN,0
plan,7773,30,6.323670764405322e-05,13.948878217259876,31.734468975321107,plan,NN,NN,0
thirty,10748,23,4.84814758604408e-05,14.332206856811382,31.734468975321107,thirti,NN,NN,0
weapon,11939,24,5.0589366115242574e-05,14.27080631214724,31.734468975321107,weapon,NN,NN,0
useless,11607,17,3.583413433163016e-05,14.768305971618055,31.734468975321107,useless,NN,NN,0
notice,7117,24,5.0589366115242574e-05,14.27080631214724,31.734468975321107,notic,NN,NN,0
common,1934,22,4.637358560563903e-05,14.396337194231098,31.734468975321107,common,NN,NN,0
knowledge,5843,29,6.112881738925145e-05,13.997787817740823,31.734468975321107,knowledg,NN,NN,0
bold,1053,20,4.215780509603548e-05,14.533840717981032,31.734468975321107,bold,NN,NN,0
token,10927,25,5.269725637004435e-05,14.21191262309367,31.734468975321107,token,NN,NN,0
slender,9577,26,5.480514662484612e-05,14.155329094727303,31.734468975321107,slender,NN,NN,0
shan,9230,24,5.0589366115242574e-05,14.27080631214724,31.734468975321107,shan,NN,NN,1
stir,10144,19,4.004991484123371e-05,14.607841299424807,31.734468975321107,stir,NN,NN,0
gift,4386,37,7.799193942766564e-05,13.646315447239443,31.734468975321107,gift,NN,NN,0
laugh,5953,27,5.69130368796479e-05,14.100881310704926,31.734468975321107,laugh,NN,NN,0
glow,4467,24,5.0589366115242574e-05,14.27080631214724,31.734468975321107,glow,NN,NN,0
fail,3553,30,6.323670764405322e-05,13.948878217259876,31.734468975321107,fail,NN,NN,0
delay,2529,24,5.0589366115242574e-05,14.27080631214724,31.734468975321107,delay,NN,NN,0
spite,9899,19,4.004991484123371e-05,14.607841299424807,31.734468975321107,spite,NN,NN,0
hilt,5108,32,6.745248815365677e-05,13.855768812868396,31.734468975321107,hilt,NN,NN,0
manner,6415,25,5.269725637004435e-05,14.21191262309367,31.734468975321107,manner,NN,NN,0
summer,10367,35,7.377615891806209e-05,13.726485795923429,31.734468975321107,summer,NN,NN,0
hiss,5134,23,4.84814758604408e-05,14.332206856811382,31.734468975321107,hiss,NN,NN,0
spell,9870,31,6.5344597898855e-05,13.90157250248152,31.734468975321107,spell,NN,NN,0
bound,1127,45,9.485506146607982e-05,13.36391571653872,31.419171443350702,bound,NN,NN,0
weariness,11948,48,0.0001011787322304,13.27080631214724,31.419171443350702,weari,NN,NN,0
blow,1009,48,0.0001011787322304,13.27080631214724,31.419171443350702,blow,NN,NN,0
several,9193,67,0.0001412286470717,12.789679622410622,31.419171443350702,sever,JJ,JJ,0
gleam,4426,46,9.69629517208816e-05,13.332206856811382,31.419171443350702,gleam,NN,NN,0
learn,6004,69,0.0001454444275813,12.747244356090226,31.419171443350702,learn,NN,NN,0
chief,1683,83,0.0001749548911485,12.48072938152147,31.419171443350702,chief,NN,NN,0
dusk,3045,48,0.0001011787322304,13.27080631214724,31.419171443350702,dusk,NN,NN,0
troubled,11131,56,0.0001180418542688,13.04841389081079,31.419171443350702,troubl,JJ,JJ,0
thick,10717,62,0.0001306891957977,12.90157250248152,31.419171443350702,thick,NN,NN,0
wound,12289,68,0.0001433365373265,12.768305971618055,31.419171443350702,wound,NN,NN,0
didn,2666,61,0.0001285813055429,12.92503147530551,31.419171443350702,didn,NN,NN,1
listen,6164,48,0.0001011787322304,13.27080631214724,31.419171443350702,listen,NN,NN,0
eat,3136,64,0.0001349049763073,12.855768812868396,31.419171443350702,eat,NN,NN,0
third,10741,59,0.0001243655250333,12.973125763506554,31.419171443350702,third,JJ,JJ,0
read,8321,59,0.0001243655250333,12.973125763506554,31.419171443350702,read,NN,NN,0
alive,211,53,0.0001117181835044,13.127848358305195,31.419171443350702,aliv,JJ,JJ,0
strode,10273,29,6.112881738925145e-05,13.997787817740823,31.26714096619,strode,NN,NN,0
watchful,11890,19,4.004991484123371e-05,14.607841299424807,31.26714096619,watch,NN,NN,0
cloven,1845,24,5.0589366115242574e-05,14.27080631214724,31.26714096619,cloven,NN,NN,0
knelt,5818,26,5.480514662484612e-05,14.155329094727303,31.26714096619,knelt,NN,NN,0
household,5290,22,4.637358560563903e-05,14.396337194231098,31.26714096619,household,NN,NN,0
craft,2185,21,4.426569535083726e-05,14.463451390089634,31.26714096619,craft,NN,NN,0
cleft,1791,24,5.0589366115242574e-05,14.27080631214724,31.26714096619,cleft,NN,NN,0
whither,12084,23,4.84814758604408e-05,14.332206856811382,31.26714096619,whither,NN,NN,0
worth,12282,26,5.480514662484612e-05,14.155329094727303,31.26714096619,worth,NN,NN,0
ship,9309,37,7.799193942766564e-05,13.646315447239443,31.26714096619,ship,NN,NN,0
hate,4908,25,5.269725637004435e-05,14.21191262309367,31.26714096619,hate,NN,NN,0
throw,10813,23,4.84814758604408e-05,14.332206856811382,31.26714096619,throw,NN,NN,0
gaffer,4260,52,0.0001096102932496,13.155329094727303,31.26714096619,gaffer,NN,NN,0
drive,2970,20,4.215780509603548e-05,14.533840717981032,31.26714096619,drive,NN,NN,0
someone,9761,28,5.902092713444967e-05,14.04841389081079,31.26714096619,someon,NN,NN,0
anxious,340,25,5.269725637004435e-05,14.21191262309367,31.26714096619,anxiou,JJ,JJ,0
sorrow,9783,27,5.69130368796479e-05,14.100881310704926,31.26714096619,sorrow,NN,NN,0
drank,2925,26,5.480514662484612e-05,14.155329094727303,31.26714096619,drank,NN,NN,0
risk,8712,18,3.7942024586431934e-05,14.685843811426082,31.26714096619,risk,NN,NN,0
risen,8709,17,3.583413433163016e-05,14.768305971618055,31.26714096619,risen,NN,NN,0
smell,9641,31,6.5344597898855e-05,13.90157250248152,31.26714096619,smell,NN,NN,0
visible,11738,18,3.7942024586431934e-05,14.685843811426082,31.26714096619,visibl,JJ,JJ,0
judge,5725,19,4.004991484123371e-05,14.607841299424807,31.26714096619,judg,NN,NN,0
quest,8191,29,6.112881738925145e-05,13.997787817740823,31.26714096619,quest,NN,NN,0
curse,2320,27,5.69130368796479e-05,14.100881310704926,31.26714096619,curs,NN,NN,0
appear,362,18,3.7942024586431934e-05,14.685843811426082,31.26714096619,appear,VB,VB,0
meriadoc,6588,27,5.69130368796479e-05,14.100881310704926,31.26714096619,meriadoc,NN,NN,0
sought,9794,27,5.69130368796479e-05,14.100881310704926,31.26714096619,sought,NN,NN,0
doesn,2842,29,6.112881738925145e-05,13.997787817740823,31.26714096619,doesn,NN,NN,1
threshold,10788,20,4.215780509603548e-05,14.533840717981032,31.26714096619,threshold,NN,NN,0
théoden,10841,204,0.0004300096119795,11.1833434708969,31.26714096619,théoden,NN,NN,0
chose,1720,21,4.426569535083726e-05,14.463451390089634,31.26714096619,chose,NN,NN,0
fro,4186,21,4.426569535083726e-05,14.463451390089634,31.26714096619,fro,NN,NN,0
piece,7701,20,4.215780509603548e-05,14.533840717981032,31.26714096619,piec,NN,NN,0
throat,10794,34,7.166826866326032e-05,13.768305971618055,31.26714096619,throat,NN,NN,0
